Category,Full Product Name,Brand,Price,Description,Features,Rating,Review Count,Availability,High Resolution Image,Image URL,Main Category,Category Level 2,Category Level 3,Category Level 4,Category Level 5,Category Level 6,Category Level 7,Category Level 8,Product Category,Price Numeric,Review Count Numeric,Search Text
Electronics > Mobiles & Accessories > Smartphones & Basic Mobiles > Smartphones,"Samsung Galaxy A54 5G (Awesome Violet, 8GB, 128GB Storage) | 50 MP No Shake Cam (OIS) | IP67 | Gorilla Glass 5 | Voice Focus | Travel Adapter to be Purchased Separately",Samsung,"₹39,999","50mp(ois)+12mp+5mp triple camera setup - 50mp (f1.8) main camera with ois + 12mp (f2.2) ultra wide camera + 5mp (f2.4) depth camera 32mp (f2.2) front camera 16.31 centimeters (6.4-inch) fhd+ super amoled display, fhd+ resolution with 1080 x 2340 pixels , 401 ppi with 16m colours android 13, v13.0 operating system with exynos1380 2.4ghz,2ghz octa-core processor a54 5g has an ip67 certification and gorilla glass 5 (front & back) for carefree usage premium design experience with a metal camera deco 5000 mah battery (non-removable) with super fast charging flagship inspired camera features like nightography, ai remaster, object eraser etc. enhanced 1000 nits(hbm) screen with vision booster","{""Brand"": ""Samsung"", ""Operating System"": ""Android 13.0"", ""RAM Memory Installed Size"": ""8 GB"", ""CPU Model"": ""Cortex A7"", ""CPU Speed"": ""2.4 GHz""}",4.3,1527,Low Stock,https://m.media-amazon.com/images/I/71kfHC4ANJL._SX679_.jpg,,Electronics,Mobiles & Accessories,Smartphones & Basic Mobiles,Smartphones,,,,,Smartphones,39999,1527,"samsung galaxy a54 5g (awesome violet, 8gb, 128gb storage) | 50 mp no shake cam (ois) | ip67 | gorilla glass 5 | voice focus | travel adapter to be purchased separately samsung smartphones 50mp(ois)+12mp+5mp triple camera setup - 50mp (f1.8) main camera with ois + 12mp (f2.2) ultra wide camera + 5mp (f2.4) depth camera 32mp (f2.2) front camera 16.31 centimeters (6.4-inch) fhd+ super amoled display, fhd+ resolution with 1080 x 2340 pixels , 401 ppi with 16m colours android 13, v13.0 operating system with exynos1380 2.4ghz,2ghz octa-core processor a54 5g has an ip67 certification and gorilla glass 5 (front & back) for carefree usage premium design experience with a metal camera deco 5000 mah battery (non-removable) with super fast charging flagship inspired camera features like nightography, ai remaster, object eraser etc. enhanced 1000 nits(hbm) screen with vision booster brand: samsung operating system: android 13.0 ram memory installed size: 8 gb cpu model: cortex a7 cpu speed: 2.4 ghz"
Electronics > Mobiles & Accessories > Smartphones & Basic Mobiles > Smartphones,"realme 16 5G Smartphone 12GB RAM 256 ROM 6.57"" AMOLED 120Hz Display, 7000mAh Titan Battery 60W Fast Charge, Dual 50MP AI Camera, MediaTek Dimensity 6400 Turbo Processor, IP69 Air Black",Realme,"₹39,999","realme 16 5g smartphone is engineered for professionals who demand uninterrupted productivity. its 7000mah titan battery delivers multi-day power, while 60w fast charge minimizes downtime. whether in back-to-back meetings or long-haul travel, stay operational without hunting for an outlet. for customer users who also need high-quality visuals, the realme 16 smartphone features a 50mp front and rear ai portrait system. capture sharp images for documentation, virtual backgrounds, or professional social media presence. the selfie mirror ensures perfectly framed shots with rear-camera clarity. this smartphone is built to withstand demanding work environments. with ip66/68/69/69k water and dust resistance, it survives rain, spills, and even high-pressure wash-downs. a reliable tool for field engineers, logistics staff, or anyone working outdoors. this realme smartphone features a 6.57-inch amoled sunlight display with 4200nit peak brightness. read emails, review documents, or check data outdoors without squinting. the anti-flicker technology reduces eye strain during extended use—ideal for long workdays. this 5g smartphone combines professional-grade battery life with a highly portable form. at just 183g and 8.1mm thin, it slips easily into a suit pocket or briefcase. no compromise between power and portability—tailored for the mobile executive.","{""Brand"": ""realme"", ""Operating System"": ""Android 16"", ""RAM Memory Installed Size"": ""12 GB"", ""Memory Storage Capacity"": ""256 GB"", ""Screen Size"": ""6.57 Inches""}",5,1,Low Stock,https://m.media-amazon.com/images/I/71k01Emd3aL._SX569_.jpg,,Electronics,Mobiles & Accessories,Smartphones & Basic Mobiles,Smartphones,,,,,Smartphones,39999,1,"realme 16 5g smartphone 12gb ram 256 rom 6.57"" amoled 120hz display, 7000mah titan battery 60w fast charge, dual 50mp ai camera, mediatek dimensity 6400 turbo processor, ip69 air black realme smartphones realme 16 5g smartphone is engineered for professionals who demand uninterrupted productivity. its 7000mah titan battery delivers multi-day power, while 60w fast charge minimizes downtime. whether in back-to-back meetings or long-haul travel, stay operational without hunting for an outlet. for customer users who also need high-quality visuals, the realme 16 smartphone features a 50mp front and rear ai portrait system. capture sharp images for documentation, virtual backgrounds, or professional social media presence. the selfie mirror ensures perfectly framed shots with rear-camera clarity. this smartphone is built to withstand demanding work environments. with ip66/68/69/69k water and dust resistance, it survives rain, spills, and even high-pressure wash-downs. a reliable tool for field engineers, logistics staff, or anyone working outdoors. this realme smartphone features a 6.57-inch amoled sunlight display with 4200nit peak brightness. read emails, review documents, or check data outdoors without squinting. the anti-flicker technology reduces eye strain during extended use—ideal for long workdays. this 5g smartphone combines professional-grade battery life with a highly portable form. at just 183g and 8.1mm thin, it slips easily into a suit pocket or briefcase. no compromise between power and portability—tailored for the mobile executive. brand: realme operating system: android 16 ram memory installed size: 12 gb memory storage capacity: 256 gb screen size: 6.57 inches"
Electronics > Mobiles & Accessories > Smartphones & Basic Mobiles > Basic Mobiles,"Nokia 3210 4G | All-new Classic Keypad Phone with Dual SIM, YouTube, Scan & Pay UPI, Rear Camera, Wireless FM Radio, MP3 Player, Bluetooth & USB Type C | Scuba Blue",Nokia,"₹4,099","inspired by the retro nokia 3210 keypad phone and equiped with all the latest features. send & receive money with ease using the built-in upi with support for scan & pay. enjoy youtube & youtube shorts with the pre-installed cloud apps which also includes news & games. capture memories with the rear camera and view them on the big 2.4"" display. stay entertained with the built in wireless fm radio, mp3 player & the classic snake game.","{""Brand"": ""Nokia"", ""Operating System"": ""S30+"", ""RAM Memory Installed Size"": ""64 MB"", ""CPU Model"": ""Snapdragon"", ""CPU Speed"": ""1 GHz""}",3.9,2687,In Stock,https://m.media-amazon.com/images/I/71QW-Y-eXRL._SY550_.jpg,,Electronics,Mobiles & Accessories,Smartphones & Basic Mobiles,Basic Mobiles,,,,,Basic Mobiles,4099,2687,"nokia 3210 4g | all-new classic keypad phone with dual sim, youtube, scan & pay upi, rear camera, wireless fm radio, mp3 player, bluetooth & usb type c | scuba blue nokia basic mobiles inspired by the retro nokia 3210 keypad phone and equiped with all the latest features. send & receive money with ease using the built-in upi with support for scan & pay. enjoy youtube & youtube shorts with the pre-installed cloud apps which also includes news & games. capture memories with the rear camera and view them on the big 2.4"" display. stay entertained with the built in wireless fm radio, mp3 player & the classic snake game. brand: nokia operating system: s30+ ram memory installed size: 64 mb cpu model: snapdragon cpu speed: 1 ghz"
Electronics > Mobiles & Accessories > Smartphones & Basic Mobiles > Smartphones,SIVANTAGE PRO 3.8 INCH Display 4G Smartphone All 4G SIM Support Android(Color Depend on Stock),Siavantage,"₹4,690",3.8 inch display dual sim all 4g sim support 2000 mah battery android 8.1 -2000 mah battery facebook -youtube -instagram-watsp all app suport type c chrging port,"{""Brand"": ""SIAVANTAGE"", ""Operating System"": ""Android 8.1"", ""RAM Memory Installed Size"": ""2 GB"", ""CPU Model"": ""Dual-Core"", ""CPU Speed"": ""2 GHz""}",1.6,20,Low Stock,https://m.media-amazon.com/images/I/21+EBSeXksL.jpg,,Electronics,Mobiles & Accessories,Smartphones & Basic Mobiles,Smartphones,,,,,Smartphones,4690,20,sivantage pro 3.8 inch display 4g smartphone all 4g sim support android(color depend on stock) siavantage smartphones 3.8 inch display dual sim all 4g sim support 2000 mah battery android 8.1 -2000 mah battery facebook -youtube -instagram-watsp all app suport type c chrging port brand: siavantage operating system: android 8.1 ram memory installed size: 2 gb cpu model: dual-core cpu speed: 2 ghz
Electronics > Mobiles & Accessories > Smartphones & Basic Mobiles > Smartphones,"Lava Blaze 2 (6GB RAM, 128GB Storage) - Glass Orange | 18W Fast Charging | 6.5 inch 90Hz Punch Hole Display | Side Fingerprint Sensor | Upto 11GB Expandable RAM | 5000 mAh Battery",Lava,"₹4,690.","(6 gb ram,128 gb rom); upto 11gb expandable ram 90 hz punch hole display 18w fast charger with type c usb cable unisoc t616 processor android 12 os with anonymous & auto call recording","{""Brand"": ""Lava"", ""Operating System"": ""Android 12.0"", ""RAM Memory Installed Size"": ""6 GB"", ""CPU Speed"": ""1.8 GHz"", ""Memory Storage Capacity"": ""128 GB""}",3.8,2138,Not Available,https://m.media-amazon.com/images/I/51RtjBcZqWL._SX569_.jpg,,Electronics,Mobiles & Accessories,Smartphones & Basic Mobiles,Smartphones,,,,,Smartphones,4690,2138,"lava blaze 2 (6gb ram, 128gb storage) - glass orange | 18w fast charging | 6.5 inch 90hz punch hole display | side fingerprint sensor | upto 11gb expandable ram | 5000 mah battery lava smartphones (6 gb ram,128 gb rom); upto 11gb expandable ram 90 hz punch hole display 18w fast charger with type c usb cable unisoc t616 processor android 12 os with anonymous & auto call recording brand: lava operating system: android 12.0 ram memory installed size: 6 gb cpu speed: 1.8 ghz memory storage capacity: 128 gb"
Electronics > Mobiles & Accessories > Smartphones & Basic Mobiles > Smartphones,"Samsung Galaxy A55 5G (Awesome Navy, 8GB RAM, 128GB Storage) | AI Mobile | 50MP Main Camera (OIS) | Super HDR Video| Nightography | IP67 | Gorilla Glass Victus+ | sAMOLED | Gaming Smartphone",Samsung,"₹40,499.","design - experience cinematic scenes with stunning 6.6” fhd+ super amoled display with vision booster, 16m colors and 120hz refresh rate. premium metal frame. key-island design for intuitive grip. ai enhancements - circle to search - music, image or text. enhance your photos with camera enhanced by ai and intelligent visual editing - object eraser. image remaster. ai edit suggestions. battery - do more with long-lasting and massive 5000 mah battery with 25w fast charging support. last up to 2 days on a single charge with 28 hours video playback time. built to last - corning gorilla glass victus+ on both front and back. ip67 rated water and dust resistance. powerful exynos 1480 processor for fast, flawless mobile experiences. larger vapor chamber for heat control. exclusive features - future-ready with segment best 4x os upgrades. defense grade security with samsung knox. hassle free payments with tap and pay on samsung wallet. seamless experience with oneui.","{""Brand"": ""Samsung"", ""Operating System"": ""Android 14"", ""RAM Memory Installed Size"": ""8 GB"", ""CPU Model"": ""Others"", ""CPU Speed"": ""2.75 GHz""}",4.4,2347,Not Available,https://m.media-amazon.com/images/I/71EeBkydf9L._SX569_.jpg,,Electronics,Mobiles & Accessories,Smartphones & Basic Mobiles,Smartphones,,,,,Smartphones,40499,2347,"samsung galaxy a55 5g (awesome navy, 8gb ram, 128gb storage) | ai mobile | 50mp main camera (ois) | super hdr video| nightography | ip67 | gorilla glass victus+ | samoled | gaming smartphone samsung smartphones design - experience cinematic scenes with stunning 6.6” fhd+ super amoled display with vision booster, 16m colors and 120hz refresh rate. premium metal frame. key-island design for intuitive grip. ai enhancements - circle to search - music, image or text. enhance your photos with camera enhanced by ai and intelligent visual editing - object eraser. image remaster. ai edit suggestions. battery - do more with long-lasting and massive 5000 mah battery with 25w fast charging support. last up to 2 days on a single charge with 28 hours video playback time. built to last - corning gorilla glass victus+ on both front and back. ip67 rated water and dust resistance. powerful exynos 1480 processor for fast, flawless mobile experiences. larger vapor chamber for heat control. exclusive features - future-ready with segment best 4x os upgrades. defense grade security with samsung knox. hassle free payments with tap and pay on samsung wallet. seamless experience with oneui. brand: samsung operating system: android 14 ram memory installed size: 8 gb cpu model: others cpu speed: 2.75 ghz"
Electronics > Mobiles & Accessories > Smartphones & Basic Mobiles > Smartphones,REDMI Turbo 5 (12GB + 256GB) Asphalt Black | Dimensity 8500 Ultra | 7540mAh Battery | 100W HyperCharge | Compact 16.75cm(6.59) 120Hz AMOLED Screen | 50MP Sony OIS Camera,Redmi,"₹40,998","flagship performance chipset: powered by the mediatek dimensity 8500-ultra (tsmc 4nm process, up to 3.4ghz) and an advanced redmi 3d ice-loop cooling technology. it runs seamlessly on the next-gen xiaomi hyperos 3 with up to 12gb lpddr5x ram (expandable up to 24gb) and 256gb ufs 4.1 storage revolutionary battery & charging: features a massive 7540mah silicon-carbon battery with 100w xiaomi hypercharge and 27w wired reverse charging to power other devices on the go stunning sunlight display: a compact 16.75cm (6.59) ultra-narrow bezel 1.5k amoled display with a fluid 120hz refresh rate, a blinding 3500 nits peak brightness, and xiaomi premium eye protection（ tuv eye-protection certified). one of the only displays in the segment to house a 12-bit display supporting 68bn+ colours sony pro camera: capture perfection with the 50mp sony large-aperture main camera (imx882, f/1.5, ois), an 8mp ultra-wide lens, and a 20mp hd selfie shooter. turbosnap burst mode - up to 100 pictures captured in 4.4s ultimate durability: built to withstand the elements with advanced ip66, ip68, ip69, and ip69k water and dust resistance. aero-space grade metal frame with corning️ gorilla️ glass 7i protection","{""Brand"": ""Redmi"", ""Operating System"": ""HyperOS 3 + Android 16"", ""RAM Memory Installed Size"": ""12 GB"", ""CPU Speed"": ""3.4 GHz"", ""Memory Storage Capacity"": ""256 GB""}",4.1,145,In Stock,https://m.media-amazon.com/images/I/71bLajf7zqL._SX569_.jpg,,Electronics,Mobiles & Accessories,Smartphones & Basic Mobiles,Smartphones,,,,,Smartphones,40998,145,"redmi turbo 5 (12gb + 256gb) asphalt black | dimensity 8500 ultra | 7540mah battery | 100w hypercharge | compact 16.75cm(6.59) 120hz amoled screen | 50mp sony ois camera redmi smartphones flagship performance chipset: powered by the mediatek dimensity 8500-ultra (tsmc 4nm process, up to 3.4ghz) and an advanced redmi 3d ice-loop cooling technology. it runs seamlessly on the next-gen xiaomi hyperos 3 with up to 12gb lpddr5x ram (expandable up to 24gb) and 256gb ufs 4.1 storage revolutionary battery & charging: features a massive 7540mah silicon-carbon battery with 100w xiaomi hypercharge and 27w wired reverse charging to power other devices on the go stunning sunlight display: a compact 16.75cm (6.59) ultra-narrow bezel 1.5k amoled display with a fluid 120hz refresh rate, a blinding 3500 nits peak brightness, and xiaomi premium eye protection（ tuv eye-protection certified). one of the only displays in the segment to house a 12-bit display supporting 68bn+ colours sony pro camera: capture perfection with the 50mp sony large-aperture main camera (imx882, f/1.5, ois), an 8mp ultra-wide lens, and a 20mp hd selfie shooter. turbosnap burst mode - up to 100 pictures captured in 4.4s ultimate durability: built to withstand the elements with advanced ip66, ip68, ip69, and ip69k water and dust resistance. aero-space grade metal frame with corning️ gorilla️ glass 7i protection brand: redmi operating system: hyperos 3 + android 16 ram memory installed size: 12 gb cpu speed: 3.4 ghz memory storage capacity: 256 gb"
Electronics > Mobiles & Accessories > Smartphones & Basic Mobiles > Smartphones,"Motorola Edge 70 Pro (Satin-Luxe PANTONE Tea Green, 12GB RAM, 256GB Storage) | Dimensity 8500 Extreme Processor | 50MP Triple Camera | 50MP Selfie | 6.8” FHD+ Display | 6500mAh Battery | 5G Smartphone",Motorola,"₹41,925","experience next-level performance with the motorola edge 70 pro, designed for users who demand power, style, and innovation. equipped with the advanced dimensity 8500 extreme processor, this smartphone delivers lightning-fast speed and efficient multitasking. the massive 12gb ram ensures lag-free performance, while 256gb storage provides ample space for apps, photos, and videos. capture every moment in stunning detail with the 50mp dual rear camera setup and a powerful 50mp front camera, perfect for selfies and high-quality video calls. the large 6.8-inch display offers an immersive viewing experience, making it ideal for entertainment and gaming. with a massive 6500mah battery, you can stay connected all day without worrying about charging. the premium satin-luxe pantone finish adds a touch of elegance, making it not just a smartphone but a style statement. whether it's gaming, photography, or daily usage, the motorola edge 70 pro is built to deliver exceptional performance.","{""Brand"": ""Motorola"", ""Operating System"": ""Android"", ""RAM Memory Installed Size"": ""12 GB"", ""CPU Model"": ""Snapdragon"", ""CPU Speed"": ""3.4 GHz""}",2.5,2,In Stock,https://m.media-amazon.com/images/I/61BNJouWeUL._SY550_.jpg,,Electronics,Mobiles & Accessories,Smartphones & Basic Mobiles,Smartphones,,,,,Smartphones,41925,2,"motorola edge 70 pro (satin-luxe pantone tea green, 12gb ram, 256gb storage) | dimensity 8500 extreme processor | 50mp triple camera | 50mp selfie | 6.8” fhd+ display | 6500mah battery | 5g smartphone motorola smartphones experience next-level performance with the motorola edge 70 pro, designed for users who demand power, style, and innovation. equipped with the advanced dimensity 8500 extreme processor, this smartphone delivers lightning-fast speed and efficient multitasking. the massive 12gb ram ensures lag-free performance, while 256gb storage provides ample space for apps, photos, and videos. capture every moment in stunning detail with the 50mp dual rear camera setup and a powerful 50mp front camera, perfect for selfies and high-quality video calls. the large 6.8-inch display offers an immersive viewing experience, making it ideal for entertainment and gaming. with a massive 6500mah battery, you can stay connected all day without worrying about charging. the premium satin-luxe pantone finish adds a touch of elegance, making it not just a smartphone but a style statement. whether it's gaming, photography, or daily usage, the motorola edge 70 pro is built to deliver exceptional performance. brand: motorola operating system: android ram memory installed size: 12 gb cpu model: snapdragon cpu speed: 3.4 ghz"
Electronics > Mobiles & Accessories > Smartphones & Basic Mobiles > Smartphones,"REDMI Note 15 Pro+ 5G (Coffee Mocha, 12GB + 256GB) | 200MasterPixel OIS Camera | Snapdragon 7s Gen 4 | CrystalRes AMOLED | IP69/69K | 6500mAh Si/C Battery | 100W HyperCharge",Redmi,"₹41,998",advanced 200mp ultimate clarity camera system with hpe 1/1.4" sensor having flagship class detail and night clarity snapdragon 7s gen4 processor having 890k antutu score with iceloop cooling technology for gaming and smooth multi-tasking 6.83" quad curved 1.5k ultra qhd resolution liquid display with 3200nits peak brightness for best in class outdoor visibility silicon carbon 6500mah battery with 100w hypercharge and 22.5w reverse charging having advanced 1600 lifecycles fibre glass back panel with corning gorilla glass victus 2 to survive rough drops and highest waterproofing (ip69k) along with ai wet touch 2.0,"{""Brand"": ""Redmi"", ""Operating System"": ""Android 15, Xiaomi HyperOS"", ""RAM Memory Installed Size"": ""12 GB"", ""Memory Storage Capacity"": ""256 GB"", ""Screen Size"": ""6.83 Inches""}",4.2,90,In Stock,https://m.media-amazon.com/images/I/81pHku2Z4KL._SX569_.jpg,,Electronics,Mobiles & Accessories,Smartphones & Basic Mobiles,Smartphones,,,,,Smartphones,41998,90,"redmi note 15 pro+ 5g (coffee mocha, 12gb + 256gb) | 200masterpixel ois camera | snapdragon 7s gen 4 | crystalres amoled | ip69/69k | 6500mah si/c battery | 100w hypercharge redmi smartphones advanced 200mp ultimate clarity camera system with hpe 1/1.4"" sensor having flagship class detail and night clarity snapdragon 7s gen4 processor having 890k antutu score with iceloop cooling technology for gaming and smooth multi-tasking 6.83"" quad curved 1.5k ultra qhd resolution liquid display with 3200nits peak brightness for best in class outdoor visibility silicon carbon 6500mah battery with 100w hypercharge and 22.5w reverse charging having advanced 1600 lifecycles fibre glass back panel with corning gorilla glass victus 2 to survive rough drops and highest waterproofing (ip69k) along with ai wet touch 2.0 brand: redmi operating system: android 15, xiaomi hyperos ram memory installed size: 12 gb memory storage capacity: 256 gb screen size: 6.83 inches"
Electronics > Mobiles & Accessories > Smartphones & Basic Mobiles > Smartphones,"vivo T5 Pro 5G (Cosmic Black, 8GB RAM, 256GB Storage) | Snapdragon 7s Gen 4 Processor | 50MP AI Dual Rear Camera | 32MP Front Camera | 6.83-inch FHD+ AMOLED Display | 9020mAh Battery | 5G Smartphone",Vivo,"₹41,999","the vivo t5 pro 5g in cosmic black is designed for users who demand powerful performance, exceptional battery life, and immersive entertainment in a stylish 5g smartphone. powered by the qualcomm snapdragon 7s gen 4 processor, the device delivers responsive performance for multitasking, gaming, streaming, and everyday productivity. paired with 8gb ram and a large 256gb internal storage, it provides ample space for applications, photos, videos, documents, and games while maintaining smooth performance. the smartphone features a stunning 6.83-inch full hd+ amoled display, delivering vivid colors, deep blacks, and immersive visuals for an enhanced viewing experience. its 50mp ai dual rear camera system captures detailed and vibrant photos, while the 32mp front camera produces high-quality selfies and crystal-clear video calls. a standout feature is the massive 9020mah battery, offering extraordinary battery endurance for users who spend long hours gaming, streaming, working, or traveling without frequent charging. finished in the premium cosmic black color, the vivo t5 pro 5g combines elegant design, reliable performance, and industry-leading battery capacity","{""Brand"": ""vivo"", ""Operating System"": ""Android"", ""RAM Memory Installed Size"": ""8 GB"", ""CPU Model"": ""Snapdragon"", ""CPU Speed"": ""2.7 GHz""}",5,2,Low Stock,https://m.media-amazon.com/images/I/616NNYd1PfL._SY550_.jpg,,Electronics,Mobiles & Accessories,Smartphones & Basic Mobiles,Smartphones,,,,,Smartphones,41999,2,"vivo t5 pro 5g (cosmic black, 8gb ram, 256gb storage) | snapdragon 7s gen 4 processor | 50mp ai dual rear camera | 32mp front camera | 6.83-inch fhd+ amoled display | 9020mah battery | 5g smartphone vivo smartphones the vivo t5 pro 5g in cosmic black is designed for users who demand powerful performance, exceptional battery life, and immersive entertainment in a stylish 5g smartphone. powered by the qualcomm snapdragon 7s gen 4 processor, the device delivers responsive performance for multitasking, gaming, streaming, and everyday productivity. paired with 8gb ram and a large 256gb internal storage, it provides ample space for applications, photos, videos, documents, and games while maintaining smooth performance. the smartphone features a stunning 6.83-inch full hd+ amoled display, delivering vivid colors, deep blacks, and immersive visuals for an enhanced viewing experience. its 50mp ai dual rear camera system captures detailed and vibrant photos, while the 32mp front camera produces high-quality selfies and crystal-clear video calls. a standout feature is the massive 9020mah battery, offering extraordinary battery endurance for users who spend long hours gaming, streaming, working, or traveling without frequent charging. finished in the premium cosmic black color, the vivo t5 pro 5g combines elegant design, reliable performance, and industry-leading battery capacity brand: vivo operating system: android ram memory installed size: 8 gb cpu model: snapdragon cpu speed: 2.7 ghz"
Electronics > Mobiles & Accessories > Smartphones & Basic Mobiles > Smartphones,"Motorola Edge 70 Pro 5G (Pantone Titan Blue, 12GB RAM, 256GB Storage) | Dimensity 8500 Extreme | 50MP Dual Camera | 6500mAh Battery | 6.8” 144Hz AMOLED Display",Motorola,"₹42,990","experience next-level smartphone performance with the motorola edge 70 pro 5g, designed for users who demand speed, style, and power in one device. powered by the latest dimensity 8500 extreme chipset, this smartphone delivers lightning-fast performance whether you're gaming, streaming, or multitasking. the 6.8-inch amoled display with a 144hz refresh rate ensures ultra-smooth visuals and vibrant colors, making it perfect for entertainment lovers. with hdr10+ and pantone-validated colors, every image looks true-to-life. capture stunning photos with the advanced 50mp dual rear camera system featuring sony lytia technology and a high-resolution 50mp front camera for crystal-clear selfies and video calls. the massive 6500mah battery ensures all-day usage, supported by 90w fast charging so you can power up quickly and stay connected. built with a premium tailored fabric finish in pantone titan blue, this smartphone combines durability, elegance, and cutting-edge technology.","{""Brand"": ""Motorola"", ""Operating System"": ""Android"", ""RAM Memory Installed Size"": ""12 GB"", ""CPU Model"": ""Snapdragon"", ""CPU Speed"": ""3.4 GHz""}",3.8,9,Low Stock,https://m.media-amazon.com/images/I/71NxlUMUzvL._SY550_.jpg,,Electronics,Mobiles & Accessories,Smartphones & Basic Mobiles,Smartphones,,,,,Smartphones,42990,9,"motorola edge 70 pro 5g (pantone titan blue, 12gb ram, 256gb storage) | dimensity 8500 extreme | 50mp dual camera | 6500mah battery | 6.8” 144hz amoled display motorola smartphones experience next-level smartphone performance with the motorola edge 70 pro 5g, designed for users who demand speed, style, and power in one device. powered by the latest dimensity 8500 extreme chipset, this smartphone delivers lightning-fast performance whether you're gaming, streaming, or multitasking. the 6.8-inch amoled display with a 144hz refresh rate ensures ultra-smooth visuals and vibrant colors, making it perfect for entertainment lovers. with hdr10+ and pantone-validated colors, every image looks true-to-life. capture stunning photos with the advanced 50mp dual rear camera system featuring sony lytia technology and a high-resolution 50mp front camera for crystal-clear selfies and video calls. the massive 6500mah battery ensures all-day usage, supported by 90w fast charging so you can power up quickly and stay connected. built with a premium tailored fabric finish in pantone titan blue, this smartphone combines durability, elegance, and cutting-edge technology. brand: motorola operating system: android ram memory installed size: 12 gb cpu model: snapdragon cpu speed: 3.4 ghz"
Electronics > Mobiles & Accessories > Smartphones & Basic Mobiles > Smartphones,"Samsung Galaxy A37 5G (Awesome Lavender, 12GB RAM, 256GB Storage) | Exynos 1480 Octa-Core Processor | 50MP + 8MP AI Dual Camera | 12MP Front Camera | 6.7-inch FHD+ Super AMOLED 120Hz Display |",Samsung,"₹43,999","the samsung galaxy a37 5g combines powerful performance, premium design, and intelligent features to deliver an exceptional smartphone experience. powered by the advanced samsung exynos 1480 octa-core processor with clock speeds up to 2.75ghz, it provides smooth multitasking, fast app launches, responsive gaming, and reliable 5g connectivity. whether you're working, streaming, browsing, or creating content, the galaxy a37 is built to keep up with your lifestyle. enjoy immersive entertainment on the stunning 6.7-inch full hd+ super amoled display with a 120hz refresh rate. the display delivers vibrant colors, deep contrast, excellent brightness, and fluid scrolling, making movies, games, social media, and everyday content look incredibly sharp and lifelike. capture every moment in stunning detail with the 50mp ai main camera and 8mp ultra-wide camera, designed to deliver vibrant colors, sharp details, and natural-looking photos. the 12mp front camera produces bright selfies and crystal-clear video calls, making it perfect for content creators, professionals, and everyday users. stay connected all day with the reliable 5000mah battery, engineered for extended usage. whether you're gaming, streaming, working, or traveling, the battery delivers dependable all-day performance. fast charging support minimizes downtime, allowing you to recharge quickly and continue your day with confidence. with 12gb ram and a generous 256gb internal storage, the galaxy a37 offers excellent multitasking capabilities and ample space for apps, photos, videos, games, and important files. samsung's one ui provides a clean, secure, and intuitive android experience with advanced privacy features, regular software updates, and productivity tools. finished in the elegant awesome lavender color, the samsung galaxy a37 5g combines sophisticated design, premium build quality, advanced camera technology, and dependable performance, making it an excellent choice for professionals, students, gamers, and everyday smartphone users.","{""Brand"": ""Samsung"", ""Operating System"": ""Android"", ""RAM Memory Installed Size"": ""12 GB"", ""CPU Model"": ""Snapdragon"", ""CPU Speed"": ""2.75 GHz""}",,,In Stock,https://m.media-amazon.com/images/I/51s2370JdaL._SX569_.jpg,,Electronics,Mobiles & Accessories,Smartphones & Basic Mobiles,Smartphones,,,,,Smartphones,43999,,"samsung galaxy a37 5g (awesome lavender, 12gb ram, 256gb storage) | exynos 1480 octa-core processor | 50mp + 8mp ai dual camera | 12mp front camera | 6.7-inch fhd+ super amoled 120hz display | samsung smartphones the samsung galaxy a37 5g combines powerful performance, premium design, and intelligent features to deliver an exceptional smartphone experience. powered by the advanced samsung exynos 1480 octa-core processor with clock speeds up to 2.75ghz, it provides smooth multitasking, fast app launches, responsive gaming, and reliable 5g connectivity. whether you're working, streaming, browsing, or creating content, the galaxy a37 is built to keep up with your lifestyle. enjoy immersive entertainment on the stunning 6.7-inch full hd+ super amoled display with a 120hz refresh rate. the display delivers vibrant colors, deep contrast, excellent brightness, and fluid scrolling, making movies, games, social media, and everyday content look incredibly sharp and lifelike. capture every moment in stunning detail with the 50mp ai main camera and 8mp ultra-wide camera, designed to deliver vibrant colors, sharp details, and natural-looking photos. the 12mp front camera produces bright selfies and crystal-clear video calls, making it perfect for content creators, professionals, and everyday users. stay connected all day with the reliable 5000mah battery, engineered for extended usage. whether you're gaming, streaming, working, or traveling, the battery delivers dependable all-day performance. fast charging support minimizes downtime, allowing you to recharge quickly and continue your day with confidence. with 12gb ram and a generous 256gb internal storage, the galaxy a37 offers excellent multitasking capabilities and ample space for apps, photos, videos, games, and important files. samsung's one ui provides a clean, secure, and intuitive android experience with advanced privacy features, regular software updates, and productivity tools. finished in the elegant awesome lavender color, the samsung galaxy a37 5g combines sophisticated design, premium build quality, advanced camera technology, and dependable performance, making it an excellent choice for professionals, students, gamers, and everyday smartphone users. brand: samsung operating system: android ram memory installed size: 12 gb cpu model: snapdragon cpu speed: 2.75 ghz"
